,StockV9j,CryptoV3,CryptoV2,HybridV3_Best
2022-07-08,9.221884903503915,2345.494546193367,1422.3282670948333,32.20977865553222
2022-07-11,9.21467666112873,2332.92165491063,1414.7039566057852,32.15510561905757
2022-07-12,9.148764453738325,2324.250695405294,1409.4458114409244,31.947199590034266
2022-07-13,9.137871666422512,2335.378426770475,1416.1937644024956,31.94736026312392
2022-07-14,9.1556325472677,2302.573296641954,1396.3004485287724,31.907282907086508
2022-07-15,9.16671219605712,2297.9487849057746,1393.4961044408465,31.925356291866184
2022-07-18,9.089536951540744,2300.1165247821086,1394.8106407320618,31.716353970357034
2022-07-19,9.209770429271476,2305.6081324688216,1398.1407993364737,32.06712574996495
2022-07-20,9.12463658772335,2283.9307337054815,1384.9954364243217,31.76968727569502
2022-07-21,9.134120431728237,2316.1577998669804,1404.5382092870543,31.885759854214935
2022-07-22,9.176528147996944,2321.9384395372044,1408.0436393969615,32.020106743240426
2022-07-25,9.213304856721566,2315.579735899958,1404.1876662760637,32.10523053251346
2022-07-26,9.197521946358917,2312.8339320566015,1402.5225869738579,32.05361803030336
2022-07-27,9.349957556108928,2336.3900387127637,1416.8072146717293,32.54390480216444
2022-07-28,9.564976278843195,2364.8596890886165,1434.0714579630219,33.22193982795094
2022-07-29,9.607973593437272,2371.507424709374,1438.102702589415,33.36009125208633
2022-08-01,9.579055879537377,2384.947411942645,1446.2528275949494,33.31757867313035
2022-08-02,9.613731180092213,2370.784844750596,1437.664523825677,33.37449387711058
2022-08-03,9.58913862001854,2376.56548442082,1441.169953935584,33.322469826250604
2022-08-04,9.475516204140058,2415.873834178343,1465.0068786829527,33.11682809848003
2022-08-05,9.510739894867207,2388.70482772829,1448.531357166389,33.14082662267418
2022-08-08,9.588207033692143,2408.937066574074,1460.8003625510642,33.412918584587764
2022-08-09,9.546607613359347,2416.307382153609,1465.2697859411956,33.3173921269643
2022-08-10,9.72454927673961,2410.237710499874,1461.5890843257932,33.7974628455067
2022-08-11,9.785047550082227,2403.8790068626276,1457.7331112048953,33.947838274689914
2022-08-12,9.904793893207978,2425.9899536012344,1471.1413813752902,34.34264330745781
2022-08-15,9.94169685363802,2394.774499382025,1452.2120587817915,34.35662743237046
2022-08-16,9.89360140456869,2390.583535621113,1449.6706219521086,34.21163526814266
2022-08-17,9.86812591432347,2375.120324503264,1440.2935964081069,34.09690197951597
2022-08-18,10.027132075989764,2368.906136857773,1436.5252590399566,34.518585578620076
2022-08-19,10.024760773142205,2351.5642178471016,1426.0089687102352,34.46151531910206
2022-08-22,9.92204990234588,2335.956490737497,1416.5443074134857,34.1333035735676
2022-08-23,10.027239584548079,2352.28679780588,1426.4471474739737,34.47052201212529
2022-08-24,10.137292166772001,2359.2235654101482,1430.6536636058622,34.793513516466874
2022-08-25,10.259276127053472,2366.449364997928,1435.0354512432461,35.149768102002376
2022-08-26,10.067337758248005,2337.690682638564,1417.595936446458,34.53824842970405
2022-08-29,10.065543915488812,2339.13584255612,1418.472293973935,34.53759539510766
2022-08-30,9.864852069809793,2319.626183669114,1406.641467352998,33.92908067556413
2022-08-31,9.897975050164748,2301.7062006914202,1395.774634012286,33.96779599579038
2022-09-01,9.808847711324901,2281.4739618456365,1383.505628627611,33.6633866756588
2022-09-02,9.8414842072956,2301.5616846996645,1395.6869982595383,33.812271188588525
2022-09-06,9.815522796667235,2288.1216974663944,1387.5368732540044,33.70142553506128
2022-09-07,10.015429904277342,2311.3887721390456,1401.6462294463806,34.319067075951374
2022-09-08,10.080241052596335,2297.515236930508,1393.2331971826034,34.45553526007045
2022-09-09,10.08081162718546,2309.6545802379783,1400.5946004134084,34.49350592530145
2022-09-12,10.094799658584241,2321.3603755701815,1407.6930963859704,34.5667602041769
2022-09-13,9.904958742751338,2291.1565332932614,1389.3772240617054,33.95676390111658
2022-09-14,9.979218920005302,2282.34105779617,1384.031443144097,34.1342999245655
2022-09-15,9.835917687841826,2239.708840228268,1358.1788960835315,33.6146460277168
2022-09-16,9.845770141702115,2252.1372155192494,1365.715570819832,33.678889182332156
2022-09-19,9.969658367007192,2253.8714074203167,1366.7671998528042,34.02309802841324
2022-09-20,9.867349259620013,2241.009484154068,1358.9676178582606,33.704949526921446
